order_id,customer_id,order_date,product_id,product_category,quantity,price_per_unit,total_amount
O05807,C0063,2022-04-26,P111,Groceries,10.0,409.04,4090.4
O05808,C0124,2022-02-14,P075,Electronics,10.0,487.26,4872.6
O05809,C0078,2022-05-28,P083,Electronics,1.0,1483.43,1483.43
O05810,C0175,2022-06-14,P058,Toys,6.0,1456.89,8741.34
O05811,C0188,2022-10-21,P023,Fashion,3.0,418.85,1256.55
O05812,C0196,2023-11-12,P065,Books,16.0,446.33,7141.28
O05813,C0006,2022-03-17,P030,Home,16.0,1041.17,16658.72
O05814,C0109,2023-09-16,P064,Toys,3.0,72.87,218.61
O05815,C0106,2022-10-07,P019,Toys,13.0,1300.73,16909.49
O05816,C0189,2022-06-19,P102,Toys,18.0,1168.4,21031.2
O05817,C0015,2023-12-22,P123,Toys,16.0,512.64,8202.24
O05818,C0039,2023-11-19,P087,Toys,13.0,1033.79,13439.27
O05819,C0043,2023-11-30,P050,Groceries,12.0,332.64,3991.68
O05820,C0200,2023-04-03,P124,Groceries,3.0,453.87,1361.61
O05821,C0084,2022-10-05,P103,Groceries,2.0,197.09,394.18
O05822,C0155,2022-01-19,P128,Toys,4.0,749.8,2999.2
O05823,C0106,2022-10-10,P020,Toys,20.0,255.26,5105.2
O05824,C0148,2023-09-27,P014,Toys,10.0,1117.94,11179.4
O05825,C0127,2023-11-26,P097,Books,8.0,282.93,2263.44
O05826,C0084,2023-06-16,P120,Groceries,16.0,833.59,13337.44
O05827,C0036,2023-09-23,P121,Groceries,20.0,308.11,6162.2
O05828,C0051,2023-05-02,P006,Books,20.0,597.24,11944.8
O05829,C0016,2022-10-11,P120,Toys,1.0,220.47,220.47
O05830,C0158,2022-09-20,P094,Groceries,1.0,761.5,761.5
O05831,C0084,2023-05-23,P009,Fashion,11.0,1295.87,14254.57
O05832,C0133,2023-05-22,P022,Groceries,16.0,634.82,10157.12
O05833,C0057,2022-01-26,P060,Books,14.0,1351.6,18922.4
O05834,C0167,2023-05-11,P034,Groceries,8.0,1419.51,11356.08
O05835,C0076,2023-09-10,P087,Fashion,3.0,256.94,770.82
O05836,C0037,2023-01-09,P011,Fashion,10.0,629.03,6290.3
O05837,C0033,2022-03-07,P007,Groceries,4.0,1134.28,4537.12
O05838,C0082,2022-02-02,P108,Home,9.0,1105.56,9950.04
O05839,C0165,2022-01-15,P048,Books,8.0,436.52,3492.16
O05840,C0142,2023-02-02,P028,Books,7.0,365.44,2558.08
O05841,C0115,2023-06-13,P061,Electronics,3.0,637.64,1912.92
O05842,C0083,2023-08-21,P003,Toys,10.0,1197.83,11978.3
O05843,C0082,2022-10-21,P089,Electronics,3.0,239.57,718.71
O05844,C0067,2022-12-25,P093,Groceries,11.0,134.32,1477.52
O05845,C0050,2023-12-28,P104,Home,2.0,839.45,1678.9
O05846,C0014,2023-06-16,P027,Groceries,17.0,483.41,8217.97
O05847,C0145,2022-06-26,P047,Electronics,1.0,14.34,14.34
O05848,C0079,2022-12-05,P128,Fashion,19.0,1362.92,25895.48
O05849,C0162,2022-11-10,P101,Electronics,1.0,1139.74,1139.74
O05850,C0142,2023-08-12,P095,Fashion,17.0,1021.04,17357.68
O05851,C0029,2023-12-10,P019,Toys,5.0,1105.81,5529.05
O05852,C0033,2023-07-01,P048,Groceries,17.0,601.21,10220.57
O05853,C0003,2022-08-19,P004,Toys,9.0,1127.35,10146.15
O05854,C0025,2023-11-28,P045,,,,2166.72
O05855,C0044,2023-06-30,P124,Fashion,18.0,601.19,10821.42
O05856,C0046,2023-05-29,P115,Groceries,10.0,1467.04,14670.4
O05857,C0060,2022-06-02,P018,Books,8.0,102.87,822.96
O05858,C0184,2022-12-21,P050,Electronics,10.0,782.08,7820.8
O05859,C0094,2023-06-08,P021,Toys,4.0,925.03,3700.12
O05860,C0035,2023-02-18,P102,Electronics,1.0,1123.17,1123.17
O05861,C0149,2022-01-23,P044,Home,14.0,296.15,4146.1
O05862,C0183,2022-09-22,P064,,,,4134.35
O05863,C0096,2022-04-08,P124,Electronics,5.0,412.56,2062.8
O05864,C0176,2023-04-30,P002,Electronics,12.0,748.7,8984.4
O05865,C0002,2023-10-31,P101,Electronics,2.0,813.13,1626.26
O05866,C0071,2022-08-21,P020,Home,5.0,1258.8,6294.0
O05867,C0170,2023-11-12,P093,Groceries,19.0,39.17,744.23
O05868,C0160,2022-04-15,P102,Groceries,8.0,1377.11,11016.88
O05869,C0170,2023-05-09,P128,Electronics,11.0,252.8,2780.8
O05870,C0197,2022-01-14,P061,Groceries,9.0,413.11,3717.99
O05871,C0104,2023-04-15,P093,Electronics,19.0,601.76,11433.44
O05872,C0162,2023-06-25,P015,Books,1.0,78.66,78.66
O05873,C0152,2023-06-13,P082,Electronics,20.0,731.05,14621.0
O05874,C0171,2022-03-19,P079,Toys,4.0,978.28,3913.12
O05875,C0158,2023-08-24,P055,Books,10.0,203.76,2037.6
O05876,C0108,2023-09-12,P016,Toys,14.0,1131.48,15840.72
O05877,C0060,2023-01-19,P069,Books,3.0,568.55,1705.65
O05878,C0180,2022-09-17,P054,Home,1.0,1317.77,1317.77
O05879,C0067,2023-05-30,P110,Groceries,14.0,1358.8,19023.2
O05880,C0048,2022-12-14,P004,Toys,17.0,559.08,9504.36
O05881,C0046,2022-03-21,P027,Books,20.0,1409.45,28189.0
O05882,C0146,2023-12-01,P056,Home,18.0,1015.76,18283.68
O05883,C0052,2022-09-22,P021,Electronics,1.0,1467.11,1467.11
O05884,C0176,2022-08-19,P011,Electronics,20.0,621.72,12434.4
O05885,C0154,2022-09-25,P089,Electronics,13.0,1451.04,18863.52
O05886,C0014,2023-05-05,P043,,,,10817.27
O05887,C0017,2023-03-23,P056,Home,4.0,197.16,788.64
O05888,C0123,2023-10-14,P089,Fashion,8.0,499.01,3992.08
O05889,C0074,2023-12-27,P086,Home,17.0,463.93,7886.81
O05890,C0015,2022-12-25,P082,Groceries,14.0,30.39,425.46
O05891,C0022,2022-02-03,P015,Home,1.0,522.65,522.65
O05892,C0128,2023-06-14,P108,Toys,9.0,568.07,5112.63
O05893,C0054,2022-02-13,P109,Home,6.0,913.42,5480.52
O05894,C0082,2022-05-11,P114,Fashion,7.0,1377.55,9642.85
O05895,C0070,2022-07-27,P124,Toys,19.0,1027.22,19517.18
O05896,C0026,2022-11-29,P092,Fashion,16.0,151.7,2427.2
O05897,C0152,2023-05-26,P013,Fashion,3.0,1399.21,4197.63
O05898,C0074,2023-07-09,P106,Home,6.0,1102.95,6617.7
O05899,C0080,2022-01-04,P124,Home,14.0,104.29,1460.06
O05900,C0166,2022-05-24,P100,Books,19.0,28.27,537.13
O05901,C0147,2023-09-29,P062,Electronics,11.0,1183.42,13017.62
O05902,C0016,2023-02-22,P087,Home,10.0,593.25,5932.5
O05903,C0174,2022-04-14,P061,Home,3.0,230.25,690.75
O05904,C0154,2022-03-09,P093,,,,2787.75
O05905,C0113,2022-03-16,P082,Electronics,10.0,1464.42,14644.2
O05906,C0067,2023-11-07,P017,Groceries,15.0,1400.24,21003.6
O05907,C0200,2022-11-23,P076,Home,17.0,1463.26,24875.42
O05908,C0099,2023-03-30,P079,Books,20.0,12.23,244.6
O05909,C0117,2023-01-31,P006,,,,8282.96
O05910,C0012,2022-06-13,P114,Fashion,14.0,779.15,10908.1
O05911,C0144,2023-02-25,P089,,,,355.21
O05912,C0002,2022-07-29,P130,Toys,8.0,1474.96,11799.68
O05913,C0051,2023-03-01,P005,Fashion,2.0,994.61,1989.22
O05914,C0011,2023-10-29,P053,Home,4.0,705.7,2822.8
O05915,C0189,2022-01-20,P124,Toys,20.0,916.01,18320.2
O05916,C0070,2022-06-18,P090,Electronics,3.0,488.49,1465.47
O05917,C0101,2023-01-27,P050,Electronics,12.0,899.01,10788.12
O05918,C0170,2023-05-24,P096,Electronics,19.0,840.21,15963.99
O05919,C0088,2022-09-25,P080,Groceries,12.0,717.69,8612.28
O05920,C0177,2023-12-09,P051,Books,5.0,269.0,1345.0
O05921,C0032,2022-02-25,P057,Toys,10.0,222.76,2227.6
O05922,C0067,2022-02-16,P046,Home,15.0,104.54,1568.1
O05923,C0171,2023-07-26,P029,Home,12.0,1111.92,13343.04
O05924,C0152,2022-12-29,P118,Fashion,1.0,807.54,807.54
O05925,C0120,2023-07-25,P114,Groceries,11.0,761.57,8377.27
O05926,C0022,2022-11-26,P035,Groceries,2.0,1066.61,2133.22
O05927,C0024,2023-07-06,P050,Toys,20.0,236.34,4726.8
O05928,C0150,2023-05-29,P034,Books,2.0,31.52,63.04
O05929,C0029,2022-05-16,P039,Groceries,7.0,1041.62,7291.34
O05930,C0140,2023-12-24,P014,Books,14.0,51.29,718.06
O05931,C0073,2022-12-24,P093,Electronics,4.0,1104.19,4416.76
O05932,C0068,2022-04-11,P129,Electronics,11.0,1238.98,13628.78
O05933,C0136,2022-11-01,P035,Toys,15.0,576.84,8652.6
O05934,C0108,2022-07-29,P029,Books,10.0,826.82,8268.2
O05935,C0052,2023-09-26,P039,Fashion,10.0,643.72,6437.2
O05936,C0078,2022-08-03,P083,Toys,16.0,965.36,15445.76
O05937,C0039,2023-04-07,P098,Books,19.0,480.66,9132.54
O05938,C0155,2022-12-08,P013,Fashion,5.0,27.24,136.2
O05939,C0172,2022-04-22,P016,,,,16082.0
O05940,C0149,2023-12-20,P114,Groceries,16.0,1281.62,20505.92
O05941,C0064,2022-05-06,P062,,,,2472.36
O05942,C0072,2023-12-03,P085,Groceries,20.0,888.87,17777.4
O05943,C0117,2023-09-29,P038,Home,16.0,1189.66,19034.56
O05944,C0108,2022-11-22,P021,Groceries,20.0,761.25,15225.0
O05945,C0060,2022-03-24,P105,Fashion,1.0,1042.14,1042.14
O05946,C0128,2022-01-05,P007,Groceries,9.0,637.49,5737.41
O05947,C0049,2022-02-18,P018,Groceries,5.0,1108.19,5540.95
O05948,C0041,2023-04-12,P106,Fashion,16.0,706.22,11299.52
O05949,C0024,2022-07-28,P070,Toys,4.0,190.35,761.4
O05950,C0192,2022-10-02,P030,Groceries,6.0,887.37,5324.22
O05951,C0152,2023-04-04,P112,Home,2.0,411.88,823.76
O05952,C0056,2023-11-19,P095,Fashion,1.0,390.79,390.79
O05953,C0148,2022-05-21,P023,Toys,15.0,834.73,12520.95
O05954,C0012,2022-05-01,P028,Books,12.0,612.64,7351.68
O05955,C0170,2022-07-16,P007,Toys,15.0,596.77,8951.55
O05956,C0143,2023-09-30,P016,Home,5.0,886.28,4431.4
O05957,C0144,2023-06-15,P056,Groceries,16.0,695.33,11125.28
O05958,C0143,2023-04-06,P034,Books,14.0,883.83,12373.62
O05959,C0067,2023-12-05,P071,Books,10.0,107.99,1079.9
O05960,C0200,2022-09-17,P101,Electronics,3.0,486.34,1459.02
O05961,C0155,2022-02-01,P001,Home,10.0,582.4,5824.0
O05962,C0025,2023-02-17,P039,Books,18.0,1001.7,18030.6
O05963,C0050,2022-09-23,P089,Home,9.0,1483.49,13351.41
O05964,C0001,2022-12-14,P129,Fashion,15.0,935.07,14026.05
O05965,C0171,2023-07-05,P117,Electronics,17.0,931.92,15842.64
O05966,C0009,2023-12-27,P106,Home,5.0,433.65,2168.25
O05967,C0148,2023-12-08,P009,Electronics,10.0,410.93,4109.3
O05968,C0169,2023-07-12,P026,Electronics,8.0,1264.19,10113.52
O05969,C0060,2023-12-21,P024,Groceries,2.0,778.68,1557.36
O05970,C0130,2022-01-10,P127,Books,16.0,1423.8,22780.8
O05971,C0195,2023-08-09,P063,,,,20259.0
O05972,C0004,2022-01-05,P086,Home,4.0,232.59,930.36
O05973,C0094,2022-06-09,P001,Toys,1.0,287.63,287.63
O05974,C0098,2023-05-14,P004,Home,20.0,21.73,434.6
O05975,C0133,2023-09-10,P082,Groceries,6.0,1185.51,7113.06
O05976,C0090,2023-06-04,P101,Books,6.0,970.46,5822.76
O05977,C0123,2023-03-13,P089,Groceries,18.0,1093.31,19679.58
O05978,C0127,2023-03-21,P040,Home,18.0,701.17,12621.06
O05979,C0067,2022-04-23,P088,Fashion,10.0,827.74,8277.4
O05980,C0099,2023-04-13,P098,Electronics,2.0,1386.74,2773.48
O05981,C0181,2023-11-25,P097,Fashion,5.0,135.9,679.5
O05982,C0014,2023-10-18,P031,Groceries,16.0,21.52,344.32
O05983,C0020,2023-05-28,P041,Books,15.0,408.96,6134.4
O05984,C0071,2022-07-04,P006,Electronics,5.0,506.09,2530.45
O05985,C0163,2023-12-03,P055,Toys,15.0,903.52,13552.8
O05986,C0146,2022-03-31,P010,Fashion,13.0,50.51,656.63
O05987,C0023,2023-05-01,P078,Fashion,8.0,1373.02,10984.16
O05988,C0001,2023-07-10,P096,Fashion,2.0,1114.5,2229.0
O05989,C0019,2023-11-07,P078,Electronics,17.0,1024.86,17422.62
O05990,C0094,2022-02-21,P108,Fashion,12.0,244.9,2938.8
O05991,C0185,2022-06-13,P111,Electronics,5.0,702.18,3510.9
O05992,C0083,2022-10-02,P108,Electronics,11.0,855.68,9412.48
O05993,C0167,2022-09-18,P046,Toys,11.0,1390.23,15292.53
O05994,C0156,2022-10-28,P020,Electronics,4.0,1039.63,4158.52
O05995,C0113,2022-08-27,P112,Electronics,8.0,410.76,3286.08
O05996,C0192,2023-07-01,P065,Home,7.0,86.53,605.71
O05997,C0117,2023-09-24,P108,Electronics,7.0,1082.19,7575.33
O05998,C0044,2023-03-25,P038,Toys,3.0,511.06,1533.18
O05999,C0035,2023-09-10,P074,,,,10601.28
O06000,C0130,2022-11-30,P122,Electronics,20.0,311.36,6227.2
O06001,C0059,2022-04-20,P005,Groceries,6.0,1303.48,7820.88
O06002,C0078,2022-02-28,P002,Toys,4.0,635.54,2542.16
O06003,C0081,2022-07-19,P069,Books,5.0,372.91,1864.55
O06004,C0034,2022-03-09,P009,Toys,15.0,402.71,6040.65
O06005,C0146,2023-12-08,P117,,,,21987.04
O06006,C0002,2023-10-12,P059,,,,1141.05
O06007,C0077,2022-09-02,P055,Electronics,20.0,501.29,10025.8
O06008,C0049,2022-09-30,P053,Toys,16.0,950.68,15210.88
O06009,C0129,2022-05-26,P106,Fashion,9.0,861.13,7750.17
O06010,C0139,2022-07-15,P034,Books,5.0,1181.55,5907.75
O06011,C0182,2023-09-09,P022,Groceries,19.0,845.67,16067.73
O06012,C0128,2022-04-28,P050,Toys,7.0,967.34,6771.38
O06013,C0081,2023-04-05,P112,Fashion,13.0,212.9,2767.7
O06014,C0023,2023-03-31,P071,Home,15.0,974.65,14619.75
O06015,C0051,2022-08-30,P069,Books,4.0,11.45,45.8
O06016,C0083,2023-01-10,P130,Fashion,2.0,259.96,519.92
O06017,C0124,2023-07-09,P121,Fashion,1.0,1299.66,1299.66
O06018,C0168,2023-08-17,P128,Groceries,6.0,694.01,4164.06
O06019,C0051,2023-04-30,P081,Toys,6.0,42.67,256.02
O06020,C0128,2022-08-10,P104,Groceries,5.0,662.64,3313.2
O06021,C0175,2023-03-14,P019,Electronics,12.0,1317.42,15809.04
O06022,C0148,2023-12-17,P046,Home,11.0,839.54,9234.94
O06023,C0072,2023-01-04,P001,Toys,16.0,516.7,8267.2
O06024,C0122,2023-04-22,P066,Fashion,14.0,397.54,5565.56
O06025,C0082,2023-07-07,P020,Fashion,6.0,29.57,177.42
O06026,C0142,2022-10-28,P040,Books,10.0,180.71,1807.1
O06027,C0102,2023-12-27,P049,Groceries,5.0,99.06,495.3
O06028,C0086,2023-11-02,P047,Books,8.0,1477.01,11816.08
O06029,C0177,2023-09-02,P092,Toys,13.0,1351.14,17564.82
O06030,C0015,2023-07-23,P117,Books,20.0,38.19,763.8
O06031,C0061,2023-01-28,P077,Groceries,5.0,641.4,3207.0
O06032,C0157,2023-09-01,P092,Groceries,6.0,888.98,5333.88
O06033,C0030,2022-11-23,P071,Fashion,14.0,1373.19,19224.66
O06034,C0027,2023-10-29,P032,,,,9964.36
O06035,C0185,2023-07-14,P103,Home,6.0,942.66,5655.96
O06036,C0059,2022-12-18,P085,Home,2.0,209.34,418.68
O06037,C0036,2023-02-23,P067,Groceries,2.0,808.29,1616.58
O06038,C0183,2023-09-20,P088,Home,5.0,34.42,172.1
O06039,C0024,2022-01-08,P053,Books,10.0,1321.74,13217.4
O06040,C0057,2023-09-11,P026,,,,10343.04
O06041,C0170,2023-10-20,P055,Toys,10.0,1092.38,10923.8
O06042,C0046,2022-09-28,P130,Books,18.0,293.4,5281.2
O06043,C0044,2022-12-14,P025,Books,2.0,438.74,877.48
O06044,C0192,2022-12-29,P079,Groceries,5.0,1394.61,6973.05
O06045,C0063,2023-05-29,P020,Electronics,1.0,303.07,303.07
O06046,C0040,2022-08-20,P067,Home,14.0,676.36,9469.04
O06047,C0033,2023-10-13,P054,Fashion,3.0,277.37,832.11
O06048,C0008,2023-11-01,P023,Home,12.0,662.85,7954.2
O06049,C0164,2023-10-15,P031,Groceries,7.0,595.22,4166.54
O06050,C0141,2022-05-26,P105,Toys,12.0,1145.72,13748.64
O06051,C0061,2023-06-07,P009,Electronics,12.0,258.0,3096.0
O06052,C0042,2022-03-10,P043,Toys,18.0,27.23,490.14
O06053,C0012,2023-09-16,P092,Toys,5.0,825.44,4127.2
O06054,C0065,2023-07-13,P023,Home,12.0,435.63,5227.56
O06055,C0103,2022-07-01,P042,Books,17.0,391.6,6657.2
O06056,C0162,2022-09-12,P076,Home,20.0,80.66,1613.2
O06057,C0166,2023-04-22,P038,Fashion,13.0,196.74,2557.62
O06058,C0154,2022-08-04,P085,Books,16.0,1247.7,19963.2
O06059,C0026,2023-08-07,P096,Books,4.0,936.69,3746.76
O06060,C0093,2023-02-09,P104,Groceries,18.0,1019.16,18344.88
O06061,C0051,2022-11-23,P001,Groceries,2.0,1354.44,2708.88
O06062,C0051,2023-08-25,P116,Books,9.0,176.44,1587.96
O06063,C0066,2022-01-02,P054,Electronics,11.0,10.04,110.44
O06064,C0175,2022-03-12,P071,Electronics,2.0,1380.69,2761.38
O06065,C0161,2022-08-21,P059,Home,9.0,1210.53,10894.77
O06066,C0110,2022-05-09,P113,Toys,16.0,1026.02,16416.32
O06067,C0041,2023-12-11,P039,Groceries,4.0,1216.01,4864.04
O06068,C0118,2022-07-04,P031,Books,4.0,1002.71,4010.84
O06069,C0195,2023-08-16,P108,Groceries,16.0,763.76,12220.16
O06070,C0083,2022-07-05,P123,Toys,12.0,438.48,5261.76
O06071,C0126,2023-10-25,P033,,,,783.42
O06072,C0164,2022-05-11,P020,Fashion,9.0,1444.87,13003.83
O06073,C0180,2023-12-28,P123,Groceries,8.0,639.67,5117.36
O06074,C0108,2023-11-16,P035,Electronics,9.0,722.76,6504.84
O06075,C0083,2022-04-25,P104,Groceries,17.0,1114.53,18947.01
O06076,C0145,2022-05-31,P118,Fashion,5.0,1179.69,5898.45
O06077,C0042,2022-10-19,P052,Toys,18.0,1289.4,23209.2
O06078,C0076,2023-03-07,P130,,,,28091.31
O06079,C0090,2023-04-27,P070,Electronics,19.0,946.06,17975.14
O06080,C0120,2022-11-07,P114,Home,1.0,417.91,417.91
O06081,C0186,2022-02-14,P075,Toys,1.0,667.46,667.46
O06082,C0100,2022-11-02,P035,Toys,2.0,996.17,1992.34
O06083,C0060,2023-03-03,P073,Fashion,13.0,188.67,2452.71
O06084,C0053,2022-05-09,P061,Electronics,3.0,875.02,2625.06
O06085,C0129,2023-03-11,P034,Fashion,8.0,918.57,7348.56
O06086,C0113,2022-05-06,P057,Fashion,18.0,1024.05,18432.9
O06087,C0111,2023-04-29,P027,Books,9.0,89.28,803.52
O06088,C0178,2023-03-10,P085,Fashion,14.0,1206.08,16885.12
O06089,C0135,2022-08-24,P029,Books,8.0,726.23,5809.84
O06090,C0010,2023-06-24,P070,Electronics,18.0,1102.41,19843.38
O06091,C0101,2023-12-31,P026,Toys,17.0,686.51,11670.67
O06092,C0044,2023-10-09,P054,Fashion,18.0,295.84,5325.12
O06093,C0114,2022-08-09,P091,Toys,14.0,628.88,8804.32
O06094,C0135,2022-07-16,P128,Books,2.0,893.26,1786.52
O06095,C0097,2022-07-07,P031,Groceries,7.0,1191.4,8339.8
O06096,C0167,2023-05-24,P100,Fashion,4.0,236.22,944.88
O06097,C0097,2022-07-12,P051,Electronics,7.0,84.8,593.6
O06098,C0128,2023-05-09,P081,Electronics,16.0,684.73,10955.68
O06099,C0018,2022-01-30,P089,Books,11.0,1025.04,11275.44
O06100,C0069,2023-02-20,P037,Electronics,1.0,62.09,62.09
O06101,C0152,2022-06-14,P119,Toys,5.0,1439.49,7197.45
O06102,C0163,2023-03-26,P085,Fashion,11.0,1006.68,11073.48
O06103,C0016,2022-07-20,P071,Toys,15.0,86.6,1299.0
O06104,C0079,2023-01-04,P005,Fashion,14.0,1159.89,16238.46
O06105,C0190,2023-02-10,P087,Fashion,12.0,1035.66,12427.92
O06106,C0036,2022-03-29,P059,Electronics,15.0,782.23,11733.45
O06107,C0123,2022-04-07,P115,Toys,12.0,385.24,4622.88
O06108,C0104,2023-01-22,P006,Home,14.0,534.08,7477.12
O06109,C0064,2022-11-04,P009,Books,3.0,262.95,788.85
O06110,C0090,2022-04-23,P033,Fashion,4.0,1456.95,5827.8
O06111,C0152,2022-05-17,P044,Home,11.0,466.18,5127.98
O06112,C0077,2022-04-02,P017,Books,14.0,67.38,943.32
O06113,C0023,2023-07-01,P072,Fashion,9.0,375.14,3376.26
O06114,C0172,2023-08-19,P025,Books,20.0,998.28,19965.6
O06115,C0135,2023-04-24,P064,Home,9.0,644.88,5803.92
O06116,C0151,2022-04-15,P091,Electronics,17.0,126.82,2155.94
O06117,C0145,2023-09-30,P114,Fashion,17.0,148.51,2524.67
O06118,C0069,2023-09-09,P129,Toys,11.0,1076.04,11836.44
O06119,C0001,2022-09-29,P085,Groceries,6.0,1275.07,7650.42
O06120,C0183,2022-11-19,P075,Fashion,11.0,108.89,1197.79
O06121,C0155,2023-03-13,P105,Toys,9.0,985.53,8869.77
O06122,C0090,2023-09-19,P003,Toys,16.0,1173.3,18772.8
O06123,C0094,2023-12-12,P053,Fashion,12.0,129.27,1551.24
O06124,C0183,2022-06-09,P096,Toys,2.0,1381.59,2763.18
O06125,C0171,2023-06-13,P070,Groceries,13.0,537.24,6984.12
O06126,C0033,2023-06-11,P021,Fashion,17.0,170.69,2901.73
O06127,C0035,2022-09-28,P008,Electronics,15.0,561.96,8429.4
O06128,C0085,2023-06-27,P023,Fashion,8.0,390.72,3125.76
O06129,C0162,2022-11-17,P066,Books,20.0,980.85,19617.0
O06130,C0129,2023-01-21,P069,Groceries,15.0,842.4,12636.0
O06131,C0090,2022-09-24,P089,Electronics,1.0,1183.8,1183.8
O06132,C0135,2022-12-17,P070,Home,7.0,939.23,6574.61
O06133,C0086,2023-07-26,P099,Fashion,11.0,1038.16,11419.76
O06134,C0165,2023-05-22,P043,Electronics,20.0,1275.63,25512.6
O06135,C0191,2022-12-08,P108,Electronics,4.0,205.78,823.12
O06136,C0140,2022-09-11,P038,Home,18.0,1484.69,26724.42
O06137,C0140,2023-03-01,P076,Fashion,17.0,934.46,15885.82
O06138,C0191,2023-08-18,P115,Electronics,10.0,173.7,1737.0
O06139,C0066,2022-02-19,P101,Books,5.0,1472.67,7363.35
O06140,C0039,2022-09-27,P035,Books,2.0,534.9,1069.8
O06141,C0110,2023-08-20,P018,Home,8.0,1403.9,11231.2
O06142,C0141,2023-06-03,P059,Electronics,10.0,1005.77,10057.7
O06143,C0150,2023-05-06,P064,Electronics,14.0,1481.8,20745.2
O06144,C0165,2023-07-25,P108,Toys,14.0,772.5,10815.0
O06145,C0152,2022-09-29,P073,Home,7.0,702.43,4917.01
O06146,C0133,2022-10-08,P003,Electronics,2.0,1342.35,2684.7
O06147,C0037,2023-05-25,P044,Home,3.0,504.35,1513.05
O06148,C0142,2023-06-28,P021,Groceries,4.0,1212.38,4849.52
O06149,C0140,2023-12-10,P092,Groceries,9.0,273.65,2462.85
O06150,C0189,2022-11-21,P127,,,,7523.46
O06151,C0059,2023-07-02,P033,Home,11.0,501.69,5518.59
O06152,C0130,2023-02-22,P072,Electronics,15.0,1486.1,22291.5
O06153,C0137,2022-04-19,P079,Toys,4.0,1005.0,4020.0
O06154,C0054,2022-11-18,P008,Home,14.0,415.87,5822.18
O06155,C0176,2022-02-03,P046,Books,8.0,17.27,138.16
O06156,C0149,2022-12-13,P018,Home,20.0,1146.89,22937.8
O06157,C0076,2022-12-06,P103,Electronics,16.0,136.71,2187.36
O06158,C0184,2023-03-16,P045,Toys,14.0,1207.17,16900.38
O06159,C0196,2022-02-18,P084,Fashion,20.0,1003.66,20073.2
O06160,C0098,2023-03-23,P004,Groceries,15.0,660.19,9902.85
O06161,C0150,2022-05-23,P031,Groceries,11.0,144.65,1591.15
O06162,C0042,2022-09-08,P050,Home,13.0,683.05,8879.65
O06163,C0121,2022-08-13,P091,Fashion,5.0,333.67,1668.35
O06164,C0170,2023-11-09,P043,,,,1608.46
O06165,C0158,2022-04-20,P111,Electronics,12.0,1286.42,15437.04
O06166,C0145,2023-12-02,P077,Books,13.0,540.69,7028.97
O06167,C0089,2023-08-23,P025,Books,6.0,911.19,5467.14
O06168,C0030,2023-04-01,P074,Electronics,16.0,700.65,11210.4
O06169,C0177,2023-10-09,P027,Groceries,20.0,243.4,4868.0
O06170,C0141,2023-08-10,P032,Toys,20.0,713.33,14266.6
O06171,C0111,2022-12-12,P015,Home,11.0,1483.57,16319.27
O06172,C0106,2023-04-29,P004,Books,18.0,733.36,13200.48
O06173,C0071,2022-01-08,P110,Groceries,13.0,1233.09,16030.17
O06174,C0138,2022-07-21,P048,Electronics,13.0,1435.06,18655.78
O06175,C0090,2023-10-21,P101,Books,1.0,898.98,898.98
O06176,C0120,2022-08-17,P022,Books,1.0,1309.97,1309.97
O06177,C0033,2023-04-03,P067,,,,8451.84
O06178,C0053,2022-09-05,P130,Groceries,6.0,384.45,2306.7
O06179,C0098,2023-09-26,P061,Electronics,19.0,678.15,12884.85
O06180,C0182,2022-12-16,P105,Home,20.0,1035.57,20711.4
O06181,C0028,2023-01-20,P013,Electronics,8.0,859.11,6872.88
O06182,C0143,2023-03-06,P111,Fashion,18.0,1125.23,20254.14
O06183,C0049,2023-12-24,P017,Electronics,12.0,1399.03,16788.36
O06184,C0096,2023-06-11,P024,Home,12.0,861.1,10333.2
O06185,C0019,2023-10-03,P087,Fashion,9.0,882.28,7940.52
O06186,C0005,2022-02-20,P090,Home,5.0,907.25,4536.25
O06187,C0050,2022-04-15,P058,Electronics,7.0,1381.74,9672.18
O06188,C0181,2022-03-24,P123,Books,20.0,626.5,12530.0
O06189,C0040,2023-07-22,P003,Books,12.0,922.61,11071.32
O06190,C0038,2023-06-07,P068,Home,1.0,437.23,437.23
O06191,C0166,2023-01-05,P046,Home,1.0,765.96,765.96
O06192,C0118,2022-10-02,P083,Fashion,18.0,299.04,5382.72
O06193,C0074,2022-12-14,P077,Home,12.0,160.09,1921.08
O06194,C0006,2023-10-10,P086,Books,16.0,729.07,11665.12
O06195,C0100,2023-10-01,P008,Groceries,8.0,523.18,4185.44
O06196,C0005,2022-04-14,P120,Home,20.0,1150.91,23018.2
O06197,C0130,2022-03-10,P009,Books,2.0,649.24,1298.48
O06198,C0140,2023-01-27,P090,Electronics,19.0,253.22,4811.18
O06199,C0066,2022-05-27,P075,Fashion,20.0,837.23,16744.6
O06200,C0053,2022-07-27,P045,Groceries,14.0,726.79,10175.06
O06201,C0140,2023-05-27,P067,Electronics,17.0,1022.67,17385.39
O06202,C0170,2022-09-14,P102,Home,11.0,920.06,10120.66
O06203,C0022,2022-07-27,P043,Electronics,13.0,969.35,12601.55
O06204,C0096,2023-07-13,P020,Toys,11.0,1429.69,15726.59
O06205,C0025,2023-12-02,P083,Books,20.0,393.03,7860.6
